,code,name,momentum_d,momentum_w,day_5,day_10,day_20,industry1,concept,price_change_per,score
17,430139,华岭股份,37.99,627.66,9.13,14.33,20.01,"半导体及元件,集成电路封测","中芯国际概念,MCU芯片,先进封装,汽车芯片",4.6,1.2
18,430198,微创光电,49.95,374.8,-2.0,14.5,33.67,计算机设备,,-0.27,1.2
19,300489,光智科技,13.81,511.51,1.93,0.61,3.62,"光学光电子,光学元件","独角兽概念,第三代半导体,氢能源,黑龙江自贸区,军工",0.81,1.2
20,000681,视觉中国,136.85,199.63,-5.89,-2.3,16.93,"传媒,数字媒体","数字水印,数据确权,知识产权保护,NFT概念",2.01,1.1
21,600979,广安爱众,54.86,174.59,-7.34,13.49,16.74,"电力,电能综合服务",,1.53,1.5699999999999998
22,600619,海立股份,16.68,325.39,2.69,4.18,7.87,"白色家电,其他白色家电","上海国企改革,汽车热管理",2.26,1.2
23,002175,东方智造,206.45,412.65,8.68,13.83,21.66,"仪器仪表,仪器仪表Ⅲ","高端装备,西部大开发,物业管理,智能物流,新能源汽车",-1.31,1.9
24,300139,晓程科技,41.92,87.57,-3.15,1.45,9.37,贵金属,,-2.45,1.5
25,000571,新大洲A,17.97,57.54,0.27,5.13,7.27,煤炭开采,,-1.07,1.46
26,600409,三友化工,14.06,44.81,-0.36,3.54,5.7,纯碱,,-0.89,3.3
27,003030,祖名股份,73.64,73.64,-0.19,0.38,-3.77,其他农产品加工,大豆,-1.13,1.5
28,002122,汇洲智能,84.1,210.89,6.64,-2.84,0.78,机床工具,,-0.96,1.9
29,600133,东湖高新,33.22,101.25,-1.06,6.52,15.23,基础建设,,-0.39,1.17
30,601789,宁波建工,49.63,68.34,8.27,19.79,35.66,房屋建设,,9.96,2.1
31,002641,公元股份,26.88,35.25,1.39,1.15,3.79,管材,,-0.68,1.37
32,002545,东方铁塔,6.11,49.21,1.13,1.56,3.03,钾肥,,0.7,1.84
33,002254,泰和新材,27.04,48.92,-3.97,7.59,9.37,氨纶,,0.4,1.86
34,000912,泸天化,19.05,67.91,0.0,12.56,12.05,氮肥,,1.41,2.13
35,300337,银邦股份,17.49,198.55,-2.13,3.42,8.12,铝,,0.81,1.2
36,300067,安诺其,43.89,128.83,-0.31,21.74,24.81,纺织化学用品,,3.7,2.3
37,002689,远大智能,37.89,153.1,5.09,2.23,13.15,楼宇设备,,-0.72,1.9
38,300758,七彩化学,24.41,182.81,-9.39,-1.02,-0.66,涂料油墨,染料,-0.73,1.2
39,603110,东方材料,88.68,144.55,8.58,13.56,59.41,涂料油墨,,2.56,2.17
40,601216,君正集团,26.77,107.08,-1.6,15.79,18.92,氯碱,,-0.81,1.17
41,605006,山东玻纤,145.19,189.18,3.92,6.09,3.6,玻璃玻纤,,-1.49,2.63
42,300798,锦鸡股份,34.21,80.33,4.1,5.59,24.07,纺织化学用品,,3.08,1.7999999999999998
43,300505,川金诺,20.25,117.45,1.55,1.29,5.02,磷肥及磷化工,,-0.51,2.17
44,600580,卧龙电驱,96.23,206.0,13.59,6.14,47.26,电机,,0.97,1.9
45,000801,四川九洲,27.67,168.11,-1.01,4.4,18.66,其他黑色家电,,-0.36,1.5699999999999998
46,600386,北巴传媒,33.97,111.68,0.0,11.64,14.79,汽车服务Ⅲ,,0.82,1.9
47,600336,澳柯玛,12.98,179.18,1.9,1.75,4.17,冰洗,,-2.37,1.4700000000000002
48,600206,有研新材,131.08,193.86,0.33,5.59,15.84,半导体材料,"固态电池,中芯国际概念,牙科医疗,OLED",0.83,1.9
49,300251,光线传媒,394.33,394.33,-19.44,100.43,212.98,影视院线,"IP经济(谷子经济),虚拟数字人,英伟达概念,虚拟现实,文化传媒概念,阿里巴巴概念",2.19,2.3
50,300133,华策影视,67.13,162.44,-11.54,15.0,25.39,影视院线,,4.67,1.53
51,600986,浙文互联,97.78,118.73,12.12,35.18,69.04,广告营销,"共享单车,短剧游戏",-2.54,1.73
52,002238,天威视讯,37.43,66.97,4.17,20.99,26.33,有线电视网络,,0.1,1.0
53,000785,居然智家,101.43,149.12,-19.39,30.14,24.72,商业物业经营,,0.45,1.5
54,300766,每日互动,359.72,352.36,18.56,51.43,245.6,软件开发,"DeepSeek概念,小红书概念,百度概念,ChatGPT概念,空间计算,AI语料,共同富裕示范区,鸿蒙概念,拼多多概念,比亚迪概念,快手概念,数据要素,数据安全,机器人概念,智能交通,智慧城市,智慧政务,车联网(车路协同)",-1.67,1.1
55,301220,亚香股份,131.08,139.94,6.0,52.31,115.76,食品及饲料添加剂,合成生物,-1.72,2.17
56,600186,莲花控股,88.42,119.54,2.71,10.45,55.29,调味发酵品,"粮食概念,人造肉",4.51,2.1
57,300891,惠云钛业,18.21,62.48,1.68,1.07,2.17,钛白粉,,-0.82,2.17
58,600696,岩石股份,53.61,252.2,0.09,25.86,0.35,白酒,,0.98,2.97
59,002042,华孚时尚,49.62,99.31,4.58,4.38,10.48,棉纺,,2.05,3.3
60,600439,瑞贝卡,36.65,197.65,2.7,22.22,24.4,饰品,,-3.02,2.63
61,002397,梦洁股份,69.2,140.93,5.98,21.87,25.0,家纺,,3.45,2.13
62,600821,金开新能,22.05,31.63,3.06,-3.05,11.7,新能源发电,,3.62,1.77
63,605055,迎丰股份,37.86,64.13,1.15,-7.04,7.98,印染,,0.19,2.9000000000000004
64,300341,麦克奥迪,29.95,307.0,-4.09,7.19,9.39,医疗设备,,1.48,1.2
65,600106,重庆路桥,28.64,124.46,0.49,5.82,14.23,高速公路,,3.34,1.5699999999999998
66,600392,盛和资源,14.89,90.22,0.36,-1.41,0.09,稀土,,-0.45,1.93
67,002953,日丰股份,103.59,135.13,-3.65,4.4,14.8,线缆部件及其他,家用电器,0.17,1.1
68,430090,同辉信息,50.6,320.82,2.26,12.08,26.64,计算机设备Ⅲ,,2.94,1.2
69,300326,凯利泰,23.54,122.14,-3.66,2.79,3.22,医疗耗材,,1.23,1.2
70,600739,辽宁成大,23.95,89.77,-3.37,8.35,10.66,疫苗,,0.55,1.53
71,000062,深圳华强,25.78,424.02,-0.21,6.06,10.96,,证金持股,3.25,1.2
72,603330,天洋新材,33.49,107.59,0.38,16.08,17.98,,POE胶膜,0.13,1.53
73,002717,岭南股份,49.37,433.33,2.08,19.45,8.86,综合环境治理,"数字水印,横琴新区,特色小镇,MR(混合现实),文化传媒概念,土壤修复,新疆振兴,元宇宙",-0.51,1.53
74,002858,力盛体育,20.98,70.83,-2.14,-8.31,8.04,体育,,-0.32,2.25
75,300043,星辉娱乐,74.85,166.1,-2.56,3.71,3.46,游戏,足球概念,-0.48,1.93
76,603063,禾望电气,91.85,106.08,8.34,13.5,9.63,风电设备,,2.6,1.4300000000000002
77,300220,金运激光,77.61,267.53,-11.29,35.47,36.89,激光设备,"摘帽,无人零售",5.93,2.3
78,301281,科源制药,10.39,211.15,-0.03,1.56,3.42,,维生素,-0.83,1.2
79,300339,润和软件,31.1,347.31,-2.86,-2.21,15.87,,"AI智能体,华为数字能源,小米概念,ERP概念,智能电网",2.91,1.2
80,002400,省广集团,83.6,186.33,1.16,8.5,2.57,,横琴新区,0.31,1.1
81,000833,粤桂股份,35.07,362.47,-0.74,11.89,20.25,,"2024三季报预增,磷化工,广东自贸区",1.6,1.2
82,603636,南威软件,98.45,91.51,-8.76,15.84,58.61,,"房屋检测,电子身份证",2.02,1.1
83,300125,ST聆达,63.58,271.43,-9.45,-3.36,28.64,,"工业大麻,TOPCON电池,烟草,新型烟草(电子烟),HJT电池",-1.71,2.3
84,002403,爱仕达,38.87,307.59,8.4,4.92,11.52,,土地流转,-1.2,1.5699999999999998
85,300433,蓝思科技,44.92,108.27,3.13,5.39,22.25,,同花顺果指数,-0.41,1.53
86,601155,新城控股,15.1,93.71,1.87,7.2,8.6,商业地产,,1.46,2.17
87,000158,常山北明,59.81,604.91,-6.62,11.37,25.73,IT服务,"华为盘古,智谱AI,参股银行,冷链物流,数据确权,数据中心,数字经济,数据安全,腾讯概念,智能交通,充电桩,车联网(车路协同),抖音概念(字节概念),京津冀一体化",2.8,1.2
88,600633,浙数文化,105.1,120.95,6.85,41.13,94.92,游戏,,2.79,1.4300000000000002
89,601665,齐鲁银行,15.6,46.13,0.86,-0.34,6.35,城商行,,-1.18,1.77
90,000813,德展健康,62.86,137.27,-1.99,9.52,10.93,,"生物疫苗,减肥药,NMN概念,重组蛋白",-0.86,1.17
91,300377,赢时胜,38.26,728.26,2.75,7.43,12.99,,"华为昇腾,Web3.0",4.53,1.2
92,600120,浙江东方,125.73,137.2,-1.15,14.01,72.54,,"参股券商,期货概念",-1.65,1.1
93,300344,立方数科,117.72,181.12,7.6,64.65,15.94,,光伏建筑一体化,-0.09,1.1
94,002050,三花智控,68.72,78.96,7.44,-2.75,21.81,,同花顺出海50,0.94,1.1
95,000702,正虹科技,30.08,159.67,-10.47,6.14,6.43,,猪肉,0.79,2.3
96,002354,天娱数科,96.2,247.7,-3.33,10.93,25.5,,"Sora概念(文生视频),短剧游戏",-1.81,1.5699999999999998
97,600128,苏豪弘业,86.25,83.54,4.04,2.41,-30.07,,化肥,-0.51,1.1
98,000564,供销大集,30.12,173.46,-0.98,12.69,3.78,,供销社,-0.98,1.93
99,300170,汉得信息,126.89,177.75,-1.89,10.41,79.47,,ERP概念,3.9,1.1
100,300290,荣科科技,30.38,261.15,-7.87,2.22,12.06,,DRG/DIP,1.49,1.2
101,002123,梦网科技,133.24,344.15,-16.54,34.46,60.47,,"光伏概念,数字货币",0.26,1.1
102,300632,光莆股份,69.22,84.54,7.56,28.29,37.87,,医美概念,-0.26,1.1
103,002691,冀凯股份,210.94,210.94,-1.94,9.08,94.39,,"中俄贸易概念,煤炭概念,京津冀一体化",-3.65,1.1
104,600207,安彩高科,15.37,78.47,0.67,-4.03,5.12,,低辐射玻璃(Low-E),-0.22,1.4700000000000002
105,000066,中国长城,32.21,219.53,-4.44,8.61,18.06,,中字头股票,5.21,1.2
106,300378,鼎捷数智,100.99,122.83,-5.01,14.05,67.96,,富士康概念,2.08,1.1
107,002460,赣锋锂业,52.17,77.8,-0.56,2.02,2.14,,金属钴,1.24,1.1
108,002183,怡亚通,25.0,138.83,0.64,7.95,10.72,,啤酒概念,-0.63,1.9
109,300411,金盾股份,15.92,310.4,-0.22,3.9,8.61,,"海工装备,高铁",3.05,1.2
110,300157,新锦动力,47.55,163.89,2.98,2.3,-0.32,,可燃冰,-0.32,2.97
111,603967,中创物流,14.27,73.4,-1.58,0.61,3.11,,中韩自贸区,-1.09,1.1
112,300735,光弘科技,32.88,174.37,-2.25,-1.78,19.86,,小米汽车,0.82,1.2
113,000056,皇庭国际,72.62,133.94,3.16,16.43,15.6,,租售同权,-1.21,1.77
114,603739,蔚蓝生物,20.78,127.95,-2.98,9.52,14.21,,动物疫苗,-1.11,1.2
115,002031,巨轮智能,105.26,265.55,9.36,18.49,40.27,,工业母机,0.76,1.5
116,003042,中农联合,37.0,93.93,4.29,1.98,1.91,,草甘膦,-1.43,2.17
