,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,1,000158,常山北明,7.8,10.01,0.71,1996773,1468889058.97,15.51,7.8,6.7,7.09,7.09,12.58,-25.59,2.22
1,2,600624,复旦复华,3.51,5.72,0.19,664435,229188168.0,12.65,3.65,3.23,3.32,3.32,9.7,-76.24,3.07
2,3,600805,悦达投资,3.52,4.76,0.16,170431,60193409.0,11.01,3.7,3.33,3.36,3.36,2.0,136.49,0.68
3,4,000909,ST数源,3.31,2.8,0.09,45577,14887941.3,4.35,3.34,3.2,3.23,3.22,1.04,10.18,1.19
4,5,000632,三木集团,2.62,1.55,0.04,86317,22374951.82,2.71,2.63,2.56,2.58,2.58,1.85,82.38,0.78
5,6,600784,鲁银投资,4.74,1.5,0.07,35498,16728383.0,1.5,4.75,4.68,4.71,4.67,0.62,9.0,1.05
6,7,000839,中信国安,2.26,1.35,0.03,140796,31531592.75,2.24,2.26,2.21,2.23,2.23,0.36,28.19,7.47
7,8,000803,山高环能,3.21,1.26,0.04,24825,7886335.24,2.52,3.22,3.14,3.19,3.17,0.54,-21.6,1.09
8,9,600770,综艺股份,2.34,0.86,0.02,88839,20550820.0,3.45,2.35,2.27,2.33,2.32,0.68,-78.81,0.94
9,10,600568,ST中珠,1.28,0.79,0.01,11939,1523717.0,2.36,1.29,1.26,1.26,1.27,0.07,-19.53,1.1
10,11,000833,粤桂股份,4.96,0.61,0.03,61489,30484280.73,3.04,5.03,4.88,4.99,4.93,1.36,14.68,1.17
11,12,600620,天宸股份,4.73,0.42,0.02,55412,25898080.0,3.61,4.76,4.59,4.67,4.71,0.81,639.88,2.43
12,13,600051,宁波联合,5.28,0.38,0.02,17672,9304186.0,3.04,5.35,5.19,5.24,5.26,0.57,18.28,0.49
13,14,600673,东阳光,6.38,0.16,0.01,80553,50898780.0,2.98,6.42,6.23,6.41,6.37,0.27,42.46,2.12
14,15,000620,新华联,1.37,0.0,0.0,303066,41557021.0,5.11,1.41,1.34,1.39,1.37,0.73,82.92,1.48
15,16,000532,华金资本,10.7,0.0,0.0,90032,95802981.0,2.62,10.77,10.49,10.65,10.7,2.62,61.5,2.71
16,17,600113,浙江东日,7.9,-0.25,-0.02,22889,18086843.0,2.02,7.99,7.83,7.95,7.92,0.56,27.11,1.43
17,18,002758,浙农股份,7.14,-0.28,-0.02,17892,12728388.29,2.09,7.19,7.04,7.18,7.16,0.35,17.68,0.83
18,19,000009,中国宝安,7.64,-0.52,-0.04,100473,76347936.44,2.73,7.71,7.5,7.69,7.68,0.39,50.32,1.97
19,20,000652,泰达股份,3.06,-0.65,-0.02,64890,19828147.25,2.27,3.1,3.03,3.08,3.08,0.44,22.81,0.79
20,21,200025,特  力Ｂ,3.45,-1.43,-0.05,65,22627.0,1.43,3.49,3.44,3.49,3.5,0.02,8.85,0.81
