,code,name,industry1,concept,price_change_20
467,688376,美埃科技,,光刻机,6.17
468,688559,海目星,,BC电池,4.07
469,301092,争光股份,,减肥药,9.67
470,600589,*ST榕泰,,算力租赁,7.38
471,603357,设计总院,,空间计算,13.13
472,002513,蓝丰生化,,"阿尔茨海默概念,TOPCON电池",9.34
473,002393,力生制药,,阿尔茨海默概念,7.01
474,603610,麒盛科技,,脑机接口,3.42
475,300753,爱朋医疗,,脑机接口,-1.2
476,600160,巨化股份,,液冷服务器,11.65
477,300547,川环科技,,液冷服务器,6.15
478,002023,海特高新,,"太赫兹,汽车芯片",14.84
479,600990,四创电子,,太赫兹,3.64
480,002114,罗平锌电,,粮食概念,15.93
481,002565,顺灏股份,,"烟草,生态农业,工业大麻",22.86
482,301539,宏鑫科技,,首发新股,0.0
483,300339,润和软件,,"MLOps概念,华为欧拉",2.8
484,002232,启明信息,,MLOps概念,-5.79
485,300477,合纵科技,,"电力物联网,区块链",25.52
486,300131,英唐智控,,"ERP概念,汽车芯片",14.02
487,000555,神州信息,,"ERP概念,华为鲲鹏,跨境支付（CIPS）,数字货币",12.72
488,603716,塞力医疗,,DRG/DIP,-0.13
489,688246,嘉和美康,,DRG/DIP,-2.28
490,002886,沃特股份,,6G概念,3.38
491,600210,紫江企业,,"毫米波雷达,可降解塑料",31.44
492,603687,大胜达,,数字水印,8.42
493,003029,吉大正元,,"数字水印,电子身份证",6.57
494,300900,广联航空,,"成飞概念,黑龙江自贸区",22.21
495,300337,银邦股份,,国产航母,8.14
496,600992,贵绳股份,,国产航母,3.6
497,002980,华盛昌,,"血氧仪,抗原检测",20.73
498,300254,仟源医药,,"新冠特效药,仿制药一致性评价,基因测序,智能医疗",21.82
499,601139,深圳燃气,,"POE胶膜,深圳国企改革",12.14
500,000719,中原传媒,,数据确权,9.75
501,300073,当升科技,,"央企国企改革,钴,高端装备,苹果概念",37.93
502,002846,英联股份,,PET铜箔,25.71
503,870204,沪江材料,,PET铜箔,18.24
504,000919,金陵药业,,高压氧舱,1.33
505,300542,新晨科技,,"Web3.0,华为欧拉",9.03
506,688168,安博通,,"信创,数据安全,换电概念,网络安全,国产操作系统",22.61
507,300992,泰福泵业,,空气能热泵,7.61
508,002967,广电计量,,"先进封装,中芯国际概念,华为海思概念股,参股新三板",18.89
509,300585,奥联电子,,"减速器,钙钛矿电池",19.23
510,002574,明牌珠宝,,"TOPCON电池,供应链金融,租售同权,HJT电池,C2M概念,参股银行",25.3
511,688499,利元亨,,钙钛矿电池,18.47
512,002085,万丰奥威,,"一体化压铸,恒大概念,共同富裕示范区,碳中和,海工装备,标普道琼斯A股,MSCI概念,航空发动机,锂电池,碳纤维",42.55
513,301183,东田微,,F5G概念,14.85
514,605277,新亚电子,,F5G概念,8.21
515,300473,德尔股份,,噪声防治,13.56
516,002745,木林森,,MicroLED概念,5.7
517,300102,乾照光电,,MicroLED概念,4.98
518,600149,廊坊发展,,恒大概念,18.25
519,300074,华平股份,,家庭医生,4.31
520,603939,益丰药房,,家庭医生,2.77
521,300490,华自科技,,华为鲲鹏,9.99
522,300057,万顺新材,,低辐射玻璃（Low-E）,17.19
523,301339,通行宝,,国资云,6.19
524,002716,湖南白银,,金属铅,36.15
525,000688,国城矿业,,"金属铅,钴,稀缺资源,钛白粉概念",31.31
526,688201,信安世纪,,"跨境支付（CIPS）,数据安全,数字货币,量子科技",14.6
527,000426,兴业银锡,,俄乌冲突概念,30.17
528,002625,光启技术,,东数西算（算力）,21.99
529,002869,金溢科技,,智慧灯杆,17.41
530,301511,德福科技,,PCB概念,34.12
531,301177,迪阿股份,,抖音概念,21.83
532,000725,京东方A,,电子纸,4.17
533,001216,华瓷股份,,柔性直流输电,12.11
534,002355,兴民智通,,EDR概念,4.95
535,300735,光弘科技,,EDR概念,4.8
536,002059,云南旅游,,虚拟数字人,12.58
537,603018,华设集团,,虚拟数字人,9.48
538,002213,大为股份,,"WiFi 6,胎压监测",12.88
539,300438,鹏辉能源,,虚拟电厂,11.27
540,600098,广州发展,,"抽水蓄能,广东自贸区",15.81
541,300681,英搏尔,,MCU芯片,9.64
542,301228,实朴检测,,食品安全,20.56
543,000878,云南铜业,,期货概念,19.77
544,600128,苏豪弘业,,"期货概念,金改",11.19
545,600615,丰华股份,,"华为汽车,智能家居",23.74
546,002324,普利特,,"光刻胶,长三角一体化",14.15
547,301121,紫建电子,,"消费电子概念,无线耳机,智能音箱",38.19
548,600423,柳化股份,,煤化工,16.85
549,600346,恒力石化,,煤化工,15.38
550,603713,密尔克卫,,自由贸易港,16.56
551,300243,瑞丰高材,,供应链金融,28.51
552,605179,一鸣食品,,长三角一体化,16.1
553,301326,捷邦科技,,富士康概念,20.21
554,300469,信息发展,,数字乡村,17.45
555,300119,瑞普生物,,"禽流感,动物疫苗",12.68
556,000838,财信发展,,租售同权,17.14
557,002168,惠程科技,,云游戏,4.32
558,002648,卫星化学,,丙烯酸,11.71
559,000722,湖南发展,,供销社,7.1
560,002319,乐通股份,,HJT电池,7.96
561,002086,*ST东洋,,民营医院,6.01
562,002348,高乐股份,,在线教育,12.14
563,600596,新安股份,,转基因,4.44
564,603993,洛阳钼业,,"同花顺漂亮100,磷化工",28.66
565,601899,紫金矿业,,同花顺漂亮100,20.26
566,601028,玉龙股份,,"钒电池,地下管网",17.05
567,603810,丰山集团,,钒电池,16.08
568,688356,键凯科技,,医美概念,12.43
569,600858,银座股份,,社区团购,19.95
570,688606,奥泰生物,,辅助生殖,11.71
571,688573,信宇人,,科创次新股,25.65
572,002078,太阳纸业,,代糖概念,11.05
573,002166,莱茵生物,,"代糖概念,啤酒概念",10.76
574,300292,吴通控股,,快手概念,7.89
575,600712,南宁百货,,免税店,18.65
576,000759,中百集团,,免税店,15.88
577,002151,北斗星通,,国家大基金持股,2.11
578,300019,硅宝科技,,"装配式建筑,特高压",13.91
579,603086,先达股份,,大豆,11.27
580,301004,嘉益股份,,C2M概念,13.95
581,300628,亿联网络,,云办公,9.38
582,002906,华阳集团,,胎压监测,11.8
583,600549,厦门钨业,,分拆上市意愿,18.64
584,300184,力源信息,,华为海思概念股,2.0
585,300497,富祥药业,,人造肉,6.56
586,603626,科森科技,,柔性屏,17.67
587,300082,奥克股份,,柔性屏,16.93
588,002982,湘佳股份,,养鸡,16.36
589,600285,羚锐制药,,芬太尼,0.28
590,837663,明阳科技,,送转填权,-0.61
591,603026,胜华新材,,环氧丙烷,23.75
592,300181,佐力药业,,"独角兽概念,医药电商,细胞免疫治疗",20.18
593,300172,中电环保,,"盐湖提锂,PPP概念,PM2.5",26.53
594,600727,鲁北化工,,水泥概念,12.26
595,301055,张小泉,,超级品牌,16.51
596,300381,溢多利,,燃料乙醇,6.03
597,000930,中粮科技,,燃料乙醇,0.17
598,002697,红旗连锁,,无人零售,11.89
599,603787,新日股份,,共享单车,12.57
600,600818,中路股份,,共享单车,5.72
601,300191,潜能恒信,,"可燃冰,页岩气",21.7
602,600578,京能电力,,蚂蚁金服概念,9.97
603,600865,百大集团,,蚂蚁金服概念,8.57
604,600489,中金黄金,,债转股(AMC概念),15.51
605,600083,博信股份,,智能音箱,18.46
606,000558,莱茵体育,,电子竞技,7.66
607,600422,昆药集团,,青蒿素,9.42
608,000593,德龙汇能,,青蒿素,4.88
609,300310,宜通世纪,,互联网医疗,10.8
610,002187,广百股份,,农村电商,18.02
611,002029,七匹狼,,互联网保险,7.82
612,002403,爱仕达,,互联网保险,7.6
613,002588,史丹利,,玉米,4.78
614,002198,嘉应制药,,医药电商,14.81
615,300109,新开源,,细胞免疫治疗,13.2
616,603967,中创物流,,中韩自贸区,13.53
617,000657,中钨高新,,"医疗器械概念,中字头股票",30.47
618,600241,时代万恒,,摘帽,12.04
619,002608,江苏国信,,信托概念,14.42
620,600828,茂业商业,,"信托概念,金改",11.42
621,300586,美联新材,,染料,24.81
622,301488,豪恩汽电,,机器视觉,16.25
623,002957,科瑞技术,,机器视觉,13.0
624,300573,兴齐眼药,,眼科医疗,18.42
625,600538,国发股份,,眼科医疗,10.49
626,000965,天保基建,,天津自贸区,14.89
627,600082,海泰发展,,天津自贸区,5.49
628,000903,云内动力,,"人脸识别,移动支付",13.66
629,300771,智莱科技,,人脸识别,7.56
630,002237,恒邦股份,,化肥,19.73
631,002951,*ST金时,,超级电容,21.37
632,688787,海天瑞声,,语音技术,3.22
633,002655,共达电声,,语音技术,-0.48
634,002731,萃华珠宝,,三胎概念,26.72
635,600683,京投发展,,土地流转,14.39
636,002295,精艺股份,,家用电器,27.82
637,600988,赤峰黄金,,稀缺资源,33.59
638,688321,微芯生物,,生物医药,25.79
639,002978,安宁股份,,钛白粉概念,15.21
640,002207,准油股份,,页岩气,19.16
641,002709,天赐材料,,氟化工概念,17.25
642,300989,蕾奥规划,,横琴新区,19.43
643,002898,赛隆药业,,横琴新区,11.5
644,000525,ST红太阳,,草甘膦,17.89
645,600389,江山股份,,草甘膦,11.22
