,code,name,momentum_d,momentum_w,day_5,day_10,day_20,industry1,concept,price_change_per,score
223,002039,黔源电力,6.99,48.53,-1.13,-1.13,-3.83,水电,,0.36,2.66
224,600900,长江电力,11.38,32.52,-2.31,-2.02,1.65,水电,,-0.81,2.34
225,600167,联美控股,16.27,17.93,3.12,5.44,9.98,热力,文化传媒,-0.88,5.0
226,000692,惠天热电,3.97,11.41,1.32,0.66,3.38,热力,,1.32,2.5
227,600163,中闽能源,6.99,21.08,2.65,-0.91,5.44,新能源发电,海峡两岸,0.0,1.67
228,601000,唐山港,16.43,36.74,-9.24,-3.47,1.83,港口,,-2.34,1.67
229,600012,皖通高速,25.13,31.52,-8.03,5.09,7.95,高速公路,,-0.95,2.67
230,600368,五洲交通,13.07,13.6,2.09,9.55,7.14,高速公路,,0.78,2.0
231,600125,铁龙物流,17.69,17.59,-2.26,1.34,3.59,铁路运输,,-1.3,3.67
232,601333,广深铁路,13.57,21.12,-4.32,-4.84,4.42,铁路运输,,0.28,3.33
233,601319,中国人保,13.23,14.11,-2.51,2.64,5.43,保险,蚂蚁金服概念,-0.18,5.0
234,601318,中国平安,9.89,9.82,-2.89,-1.17,-1.38,保险,"家庭医生,互联网保险",-0.51,2.67
235,600605,汇通能源,23.63,27.54,5.44,10.86,17.93,商业物业经营,,-0.66,4.33
236,300947,德必集团,22.28,42.52,4.7,6.28,-11.58,商业物业经营,"空间计算,ChatGPT概念",3.45,3.34
237,000888,峨眉山A,24.43,26.23,2.85,5.4,5.97,自然景点,"冰雪产业,NFT概念",-3.09,3.67
238,000524,岭南控股,30.67,32.71,-5.22,2.77,4.95,旅游综合,"露营经济,免税店,广东自贸区",-1.33,5.0
239,002322,理工能科,11.28,94.35,3.79,3.14,-5.62,软件开发,,-1.73,4.0
240,688631,莱斯信息,36.23,34.49,-19.14,0.42,-2.19,软件开发,科创次新股,0.27,3.33
241,601019,山东出版,9.87,45.72,-4.47,-2.73,-1.66,出版,,-3.78,1.67
242,600879,航天电子,21.75,21.27,-3.58,0.77,8.02,航天装备,太赫兹,-1.14,5.0
243,688543,国科军工,15.94,19.62,-2.13,4.7,7.46,地面兵装,,-2.01,5.0
244,601989,中国重工,12.57,25.52,-3.53,3.02,5.41,航海装备,"国产航母,中船系",-0.91,5.0
245,600150,中国船舶,10.69,23.98,-7.24,-5.65,-8.42,航海装备,,-1.45,2.6700000000000004
246,000752,*ST西发,15.68,41.05,-0.84,-1.4,-4.08,啤酒,,1.15,2.99
247,603565,中谷物流,6.58,73.6,-1.96,-1.51,5.33,航运,,-1.28,3.0
248,600026,中远海能,7.2,58.52,-2.69,-1.56,4.7,航运,,0.63,2.3400000000000003
249,600266,城建发展,26.42,25.74,18.32,19.26,13.57,住宅开发,参股券商,3.43,2.67
250,603079,圣达生物,33.39,48.38,3.56,9.11,5.53,食品及饲料添加剂,,-8.81,3.34
251,002597,金禾实业,17.97,17.48,7.89,10.34,6.7,食品及饲料添加剂,"生物质能发电,煤化工,代糖概念",-1.3,2.67
252,300675,建科院,19.68,29.45,12.81,25.82,21.27,工程咨询服务,"虚拟电厂,光伏建筑一体化,碳中和,装配式建筑,国产操作系统,雄安新区,建筑节能",20.0,2.0100000000000002
253,300484,蓝海华腾,35.83,34.22,-11.92,0.39,-3.56,工控设备,,-1.21,5.0
254,688559,海目星,20.4,21.51,5.81,9.65,5.91,激光设备,"BC电池,固态电池,TOPCON电池,MicroLED概念,苹果概念",-0.27,5.0
255,002008,大族激光,18.62,18.26,-4.68,-5.26,-5.66,激光设备,光刻机,-0.34,2.5
256,300757,罗博特科,25.71,41.58,-7.6,3.76,-2.99,其他自动化设备,"BC电池,共封装光学（CPO）,HJT电池,量子科技",0.78,4.0
257,688312,燕麦科技,6.45,114.81,-0.46,-1.67,-13.23,其他自动化设备,,2.16,3.5
258,300827,上能电气,11.9,53.09,7.79,6.82,20.18,光伏设备,,3.15,4.0
259,605117,德业股份,10.41,83.53,-0.54,0.03,13.54,光伏设备,家用电器,-1.2,2.34
260,300690,双一科技,46.35,43.34,-10.11,-8.0,7.5,风电设备,碳纤维,-1.49,3.67
261,300772,运达股份,38.31,38.82,-2.31,-8.33,17.25,风电设备,,-2.13,3.67
262,000695,滨海能源,12.32,33.67,7.54,8.11,29.21,电池,举牌,7.65,4.34
263,300207,欣旺达,40.78,46.87,-3.51,-6.67,4.45,电池,"星闪概念,新型烟草,盐湖提锂,苹果概念,石墨烯",-0.75,2.66
264,600482,中国动力,13.21,36.11,-5.02,-5.1,0.68,其他电源设备,中船系,-1.11,5.0
265,600171,上海贝岭,31.07,136.97,0.46,16.18,30.39,集成电路设计,"低空经济,存储芯片,MCU芯片,无线充电,汽车芯片,第三代半导体,无线耳机,锂电池",5.31,3.33
266,688981,中芯国际,7.42,28.37,0.14,-2.53,-0.31,集成电路制造,,2.13,5.0
267,600584,长电科技,8.29,55.28,-4.25,-4.19,-8.1,集成电路封测,,2.39,5.0
268,688082,盛美上海,16.86,36.44,6.61,8.8,8.35,半导体设备,中芯国际概念,-1.11,4.0
269,688120,华海清科,14.66,47.71,-2.21,3.34,9.6,半导体设备,,-1.44,3.33
270,300294,博雅生物,14.33,15.32,3.34,10.29,-6.29,血液制品,生物疫苗,-0.52,4.0
271,002252,上海莱士,8.57,15.56,-2.82,0.0,-0.91,血液制品,,-1.68,3.5
272,603392,万泰生物,5.81,22.05,-1.16,1.8,1.68,疫苗,,-0.77,3.0
273,688085,三友医疗,27.81,26.4,4.99,11.26,6.54,医疗耗材,,-2.48,2.33
274,688253,英诺特,20.04,19.42,9.33,9.17,-1.37,体外诊断,"一季报预增,抗原检测",-1.13,2.34
275,600452,涪陵电力,4.97,25.23,0.89,3.36,14.04,电能综合服务,,0.0,2.0
276,600007,中国国贸,6.11,58.26,0.89,-0.32,-3.36,商业地产,,0.84,5.0
277,601398,工商银行,6.09,20.54,0.68,-0.17,2.6,国有大型银行,跨境支付（CIPS）,0.85,3.33
278,601939,建设银行,3.84,16.19,0.27,1.35,2.04,国有大型银行,,0.8,2.0
279,601998,中信银行,5.4,56.83,-2.7,0.33,-5.4,股份制银行,,0.33,2.33
280,601665,齐鲁银行,8.32,12.47,-1.51,1.33,-1.3,城商行,,0.22,2.0
281,601860,紫金银行,4.03,12.15,-0.79,1.61,-1.18,农商行,,0.4,3.0
282,601825,沪农商行,3.14,39.86,-1.83,-1.98,-7.35,农商行,,0.0,1.67
283,300698,万马科技,12.89,46.41,6.02,8.75,-6.21,通信网络设备及器件,,2.52,4.67
284,300502,新易盛,11.58,90.92,1.59,-1.56,-17.18,通信网络设备及器件,共封装光学（CPO）,3.39,3.6799999999999997
285,300563,神宇股份,13.31,86.69,-6.95,-2.36,0.51,通信线缆及配套,"铜缆高速连接,WiFi 6",5.83,4.34
286,600522,中天科技,14.12,33.68,-6.66,-12.2,-8.36,通信线缆及配套,超导概念,-0.95,3.67
287,300711,广哈通信,35.02,32.14,-6.79,6.26,3.14,其他通信设备,"华为鲲鹏,量子科技",-3.13,5.0
288,600855,航天长峰,49.83,46.87,-13.69,11.59,12.31,军工电子,军工信息化,-6.31,3.67
289,300177,中海达,41.41,55.89,-8.07,-2.18,-2.61,军工电子,,0.0,2.0
290,600874,创业环保,2.81,9.65,0.0,1.6,1.96,水务及水治理,,-0.87,1.6700000000000002
291,600217,中再资环,18.78,31.45,-1.97,4.43,5.66,固废治理,供销社,-0.22,3.67
292,300779,惠城环保,18.33,166.49,-4.8,7.49,-3.71,固废治理,"固废处理,稀土永磁",1.99,2.67
293,301259,艾布鲁,34.11,49.53,-3.47,4.78,16.19,综合环境治理,固废处理,-1.37,4.5
294,600008,首创环保,11.72,11.72,-1.02,-0.34,1.75,综合环境治理,,-0.34,3.0
295,001328,登康口腔,14.63,17.77,-1.13,0.44,1.2,个护用品,,-1.75,3.5
296,002102,能特科技,40.24,42.08,14.13,31.3,32.92,,"合成生物,黄金概念",4.87,2.34
297,603129,春风动力,13.7,119.57,8.86,1.96,-4.03,,同花顺出海50,1.81,2.34
298,300977,深圳瑞捷,16.2,83.0,-0.12,9.4,0.73,,AI语料,7.7,5.0
299,600577,精达股份,11.09,28.42,1.36,2.28,16.06,,"铜缆高速连接,可控核聚变,超导概念",0.0,3.0
300,002938,鹏鼎控股,6.75,108.12,-3.22,-2.77,-11.77,,"AI PC,AI手机",2.06,4.0
301,300956,英力股份,13.79,221.51,-3.49,-3.66,-19.99,,"AI PC,HJT电池,人民币贬值受益",0.73,3.34
302,603009,北特科技,21.51,68.12,-0.97,8.54,-1.09,,人形机器人,-0.43,2.67
303,603358,华达科技,17.16,85.19,-2.69,3.61,-5.21,,"飞行汽车(eVTOL),一体化压铸",-1.18,1.67
304,300863,卡倍亿,17.32,54.96,-2.23,0.03,5.48,,小米汽车,0.77,3.3400000000000003
305,600704,物产中大,7.93,9.33,1.86,3.29,4.28,,"小米汽车,供应链金融,汽车拆解概念,大豆",-0.9,2.34
306,300100,双林股份,9.72,130.34,-3.71,8.17,-3.11,,"PEEK材料,智能座舱,减速器,华为汽车",-3.26,3.34
307,301548,崇德科技,12.02,117.21,-1.12,-0.06,-4.5,,PEEK材料,1.0,3.0
308,301091,深城交,59.58,59.02,-16.12,16.53,16.2,,"多模态AI,数据确权,深圳国企改革,信创,国资云,智慧灯杆,智慧政务,雄安新区",-0.14,4.5
309,002488,金固股份,50.71,46.93,20.19,38.48,27.1,,"长安汽车概念,比亚迪概念,分拆上市意愿,独角兽概念",6.36,3.0
310,603390,通达电气,64.48,67.82,-1.74,25.56,23.29,,"智能座舱,汽车热管理,胎压监测,区块链",0.21,3.33
311,300293,蓝英装备,7.67,54.54,-4.74,-5.76,6.58,,光刻机,-2.65,3.5
312,000739,普洛药业,15.14,21.27,0.81,5.97,10.13,,"减肥药,CRO概念",-3.62,4.34
313,000513,丽珠集团,7.37,9.59,2.13,1.18,2.53,,减肥药,-0.97,3.0
314,600094,大名城,26.8,25.55,-6.28,10.65,-0.29,,算力租赁,-0.58,3.01
315,600789,鲁抗医药,44.74,42.27,-3.64,14.14,8.33,,"阿尔茨海默概念,肝炎概念,消毒剂,宠物经济",-4.96,3.34
316,002262,恩华药业,25.07,25.07,-2.01,10.75,15.96,,"阿尔茨海默概念,猴痘概念,芬太尼,医药电商",-1.15,3.0
317,003816,中国广核,7.2,36.15,0.42,-6.69,-1.25,,核污染防治,-1.04,3.0
318,002475,立讯精密,6.83,67.77,-2.31,-4.19,-11.22,,MR（混合现实）,2.28,3.6799999999999997
319,001965,招商公路,17.28,26.44,-5.09,2.11,8.22,,同花顺中特估100,-1.06,1.33
320,301130,西点药业,23.31,22.38,11.71,15.62,7.78,,"猴痘概念,肝炎概念,三胎概念",3.87,3.0
321,301301,川宁生物,17.58,153.09,-2.25,3.72,-7.87,,粮食概念,-6.02,3.5
322,688611,杭州柯林,9.51,109.5,-1.97,0.04,-0.95,,"存储芯片,钙钛矿电池",0.0,1.34
323,688500,*ST慧辰,7.78,37.24,-2.0,-0.13,-4.74,,烟草,-0.57,3.5
324,300290,荣科科技,40.99,38.13,-11.01,-13.06,-12.39,,"DRG/DIP,华为欧拉,华为鲲鹏,鸿蒙概念",1.0,5.0
325,600050,中国联通,4.23,11.28,-5.04,-2.8,-4.44,,"6G概念,数据安全",-1.53,2.33
326,002869,金溢科技,30.78,32.02,-7.87,3.65,0.95,,毫米波雷达,1.41,2.67
327,300671,富满微,54.02,84.76,-8.46,-5.08,-1.38,,"毫米波雷达,新型烟草,MCU芯片",-1.25,2.0
328,002244,滨江集团,19.02,22.97,10.71,11.0,1.78,,"固态电池,证金持股",2.88,2.33
329,600372,中航机载,17.08,16.7,-1.89,-0.4,4.71,,国产航母,-0.32,2.34
330,600521,华海药业,13.91,14.24,0.46,5.77,-1.07,,新冠特效药,-2.22,3.67
331,600866,星湖科技,14.84,157.39,-5.86,0.95,-9.4,,"新冠特效药,代糖概念",-1.49,3.33
332,600989,宝丰能源,9.01,10.97,5.5,0.52,-10.66,,POE胶膜,4.78,5.0
333,688399,硕世生物,19.13,28.52,-3.6,4.31,9.54,,抗原检测,-3.83,2.67
334,601567,三星医疗,10.04,138.02,1.47,1.97,-8.74,,"高压氧舱,民营医院",0.28,5.0
335,000863,三湘印象,18.1,43.27,1.63,8.75,0.0,,"Web3.0,文化传媒",1.91,5.0
336,000830,鲁西化工,9.42,40.95,-0.91,-0.73,-15.41,,有机硅概念,-1.45,3.5
337,688256,寒武纪,12.44,105.06,0.76,-1.5,23.85,,"先进封装,阿里巴巴概念",7.59,2.0
338,001288,运机集团,6.07,160.74,1.86,-8.47,-8.44,,减速器,1.82,2.33
339,300758,七彩化学,10.71,181.51,-7.3,-1.65,-5.22,,钙钛矿电池,-0.97,3.34
340,002085,万丰奥威,41.79,40.07,-12.01,12.34,2.1,,"一体化压铸,恒大概念,海工装备,特斯拉",0.77,2.67
341,600018,上港集团,5.66,25.1,-2.43,-1.95,0.33,,"F5G概念,足球概念",-0.66,3.33
342,605277,新亚电子,12.6,15.62,-4.5,-3.25,-9.15,,F5G概念,0.48,2.68
343,000777,中核科技,18.47,17.8,5.21,8.87,4.07,,"超超临界发电,幽门螺杆菌概念,中字头股票,金改",3.58,3.34
344,002444,巨星科技,10.69,52.76,-1.63,0.13,-15.63,,露营经济,0.47,2.34
345,600420,国药现代,13.02,23.78,-1.2,5.27,1.23,,"毛发医疗,动物疫苗",-1.82,3.0100000000000002
346,000975,银泰黄金,10.4,23.34,-3.81,1.48,-1.61,,"金属铅,金属锌",0.35,3.34
347,300010,*ST豆神,34.41,36.36,-4.01,9.13,3.95,,"托育服务,抖音概念",-4.01,4.33
348,300281,金明精机,87.47,85.33,-8.51,-5.25,20.24,,"中俄贸易概念,绿色电力,PVDF概念,可降解塑料,养老概念,粤港澳大湾区,风电",-2.51,1.34
349,300836,佰奥智能,16.02,135.61,-0.72,4.99,3.25,,PCB概念,-0.05,2.0
350,688252,天德钰,9.35,56.69,-2.17,-2.82,5.26,,电子纸,1.12,5.0
351,300077,国民技术,18.79,57.37,-2.9,-0.38,19.45,,"EDR概念,石墨电极,数字货币",3.18,3.01
352,301507,民生健康,50.7,64.68,18.28,24.31,25.08,,"新股与次新股,共同富裕示范区,注册制次新股,新零售,电子商务",-1.95,4.34
353,688582,芯动联科,21.61,31.18,7.63,14.62,12.24,,"新股与次新股,科创次新股,注册制次新股",1.51,2.0100000000000002
354,601231,环旭电子,10.04,36.24,0.66,1.88,-7.06,,WiFi 6,2.92,2.0
355,000400,许继电气,9.85,94.68,1.0,0.0,-5.43,,"换电概念,无线充电",-2.42,2.34
356,601126,四方股份,10.02,70.0,4.45,2.45,0.51,,抽水蓄能,0.06,1.34
357,301033,迈普医学,13.7,17.66,-1.83,-0.5,-6.55,,牙科医疗,-0.65,2.5
358,301065,本立科技,42.35,44.08,5.76,19.69,13.29,,共同富裕示范区,-12.45,1.6700000000000002
359,301062,上海艾录,13.79,17.82,-4.03,2.0,2.49,,食品安全,-0.28,4.0
360,300590,移为通信,15.95,28.56,-8.15,-3.34,-13.49,,食品安全,0.19,3.33
361,601669,中国电建,8.16,18.9,-2.34,2.07,2.45,,"碳交易,钴",-0.55,3.33
362,000027,深圳能源,3.02,32.66,0.15,-1.78,-5.55,,碳交易,-0.15,2.67
363,300448,浩云科技,37.08,59.71,1.71,17.78,8.41,,"安防,ETC,边缘计算,国产软件,人脸识别,智能医疗",4.61,1.67
364,601811,新华文轩,7.63,16.67,-1.28,0.95,6.55,,知识产权保护,-1.71,4.0
365,600757,长江传媒,8.77,25.55,-2.61,-0.51,-3.09,,知识产权保护,-1.88,3.5
366,000886,海南高速,16.18,18.1,-1.97,7.42,5.15,,"自由贸易港,海南自贸区,免税店",0.67,2.67
367,605318,法狮龙,21.39,28.78,0.76,7.99,13.77,,"智能家居,杭州亚运会",1.33,1.0
368,600114,东睦股份,11.48,24.95,1.47,7.36,3.76,,3D打印,5.93,1.6700000000000002
369,300857,协创数据,12.19,43.11,-4.79,-14.01,-25.04,,"云游戏,网络游戏",4.37,5.0
370,600993,马应龙,14.2,13.66,0.85,3.29,8.08,,"民营医院,眼科医疗",-1.94,3.66
371,300181,佐力药业,13.96,107.08,0.89,7.75,-1.8,,"基因测序,健康中国,细胞免疫治疗",-0.47,1.67
372,300274,阳光电源,9.29,30.64,4.96,-0.78,12.38,,"云计算,同花顺漂亮100",-0.71,2.34
373,600460,士兰微,47.06,44.72,-10.19,2.6,15.1,,"OLED,国家大基金持股,小米概念,智能穿戴",0.0,3.0
374,603929,亚翔集成,14.51,99.21,-4.22,-0.39,-10.43,,"OLED,柔性屏",0.09,1.34
375,600177,雅戈尔,8.02,7.7,2.94,5.75,4.25,,互联网金融,0.82,2.33
376,000538,云南白药,8.69,19.09,4.93,2.36,2.37,,"同花顺漂亮100,超级品牌",0.02,1.67
377,600113,浙江东日,2.7,9.04,0.77,0.64,0.77,,社区团购,0.64,2.5
378,600548,深高速,8.28,13.11,-3.83,2.03,0.38,,汽车拆解概念,-0.66,3.5
379,002562,兄弟科技,25.23,43.48,-0.56,5.04,10.62,,NMN概念,-6.6,2.33
380,000571,新大洲A,8.61,16.46,-1.97,-0.33,4.91,,"海南自贸区,摘帽",-2.29,3.0
381,688012,中微公司,14.73,31.15,-3.36,4.42,8.68,,"国家大基金持股,MiniLED",-1.22,2.0
382,000685,中山公用,7.79,11.05,-0.4,1.37,4.38,,医疗废物处理,-0.54,2.33
383,300628,亿联网络,18.03,18.03,-3.52,-6.18,-15.7,,云办公,-1.61,5.0
384,301156,美农生物,18.35,16.9,1.8,6.37,0.62,,宠物经济,-3.62,2.3400000000000003
385,002371,北方华创,8.47,25.59,-4.77,-3.34,-2.34,,华为海思概念股,-0.04,3.0100000000000002
386,300613,富瀚微,13.02,41.63,-5.01,12.96,15.1,,超清视频,-0.02,2.0
387,002785,万里石,29.01,37.35,10.69,23.2,17.73,,盐湖提锂,-0.65,4.34
388,600733,北汽蓝谷,18.33,77.01,-17.74,-11.38,-21.22,,动力电池回收,-1.84,3.0
389,601618,中国中冶,2.55,8.28,0.0,2.92,3.59,,"钴,金属铜,金属镍",0.32,3.0
390,688608,恒玄科技,30.94,76.28,-6.65,-3.35,0.71,,"智能音箱,语音技术",1.51,2.67
391,002600,领益智造,9.09,68.88,-2.05,1.37,-7.61,,智能音箱,0.15,2.34
392,600233,圆通速递,10.04,10.04,5.45,3.89,2.73,,智能物流,-1.01,2.67
393,002001,新和成,18.69,24.65,-3.33,3.88,2.4,,青蒿素,-7.52,3.0100000000000002
394,000868,安凯客车,62.3,58.39,-14.89,-4.57,15.38,,PPP概念,0.84,1.67
395,000526,学大教育,45.41,41.28,8.73,22.82,17.66,,体育产业,2.51,3.67
396,300917,特发服务,30.65,28.81,14.43,18.83,7.39,,阿里巴巴概念,9.12,3.34
397,600017,日照港,8.86,11.57,-1.74,2.17,3.3,,中韩自贸区,-0.35,4.5
398,601298,青岛港,7.51,68.81,-2.85,-0.78,-7.81,,中韩自贸区,0.68,3.0
399,603993,洛阳钼业,9.56,17.8,-2.22,-2.89,-19.41,,金属镍,1.58,3.34
400,600332,白云山,7.45,18.71,-0.2,-1.64,0.07,,白酒概念,-1.54,5.0
401,000729,燕京啤酒,10.39,24.88,3.88,6.34,4.98,,啤酒概念,-0.7,2.33
402,600664,哈药股份,9.29,31.34,0.62,4.49,8.67,,工业大麻,-1.51,3.0
403,600020,中原高速,8.76,11.24,-0.53,3.88,3.02,,信托概念,-0.53,3.34
404,600717,天津港,11.99,17.97,-5.0,1.79,2.01,,天津自贸区,-0.65,4.0
405,300930,屹通新材,14.41,125.05,-4.85,-2.46,-8.59,,金属回收,1.23,3.0
406,300960,通业科技,115.89,111.5,-4.79,-13.81,29.74,,超级电容,1.85,3.0
407,002028,思源电气,6.5,13.12,2.33,2.11,4.22,,超级电容,0.73,2.67
408,688183,生益电子,55.65,226.62,-6.46,-9.13,-24.94,,5G,4.16,1.67
409,603507,振江股份,12.83,89.86,-5.62,-10.72,-8.61,,光热发电,-0.19,3.0
410,600550,保变电气,19.41,43.94,2.03,6.36,4.37,,京津冀一体化,1.41,3.0
411,000581,威孚高科,7.77,37.9,-2.53,-5.16,-6.54,,PM2.5,-0.25,3.0
