,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,1,300870,欧陆通,39.45,2.63,1.01,16934.0,66036130.05,5.07,39.85,37.9,38.44,38.44,1.67,23.12,2.1
1,2,002803,吉宏股份,10.19,2.0,0.2,47764.0,48197666.2,3.4,10.26,9.92,10.02,9.99,1.67,27.1,1.81
2,3,600735,新华锦,3.67,0.82,0.03,65668.0,24110307.0,3.85,3.75,3.61,3.65,3.64,1.54,37.02,1.16
3,4,002067,景兴纸业,2.71,0.74,0.02,100630.0,26946857.08,2.6,2.71,2.64,2.67,2.69,0.95,33.91,0.59
4,5,000811,冰轮环境,8.02,0.63,0.05,40560.0,32237393.0,2.38,8.05,7.86,7.98,7.97,0.54,9.25,1.08
5,6,603967,中创物流,8.27,0.61,0.05,16997.0,13947078.0,1.95,8.28,8.12,8.26,8.22,0.49,10.82,1.28
6,7,601008,连云港,3.32,0.61,0.02,49190.0,16202184.0,1.82,3.33,3.27,3.3,3.3,0.4,21.6,1.03
7,8,300057,万顺新材,4.13,0.49,0.02,92578.0,37674479.68,2.92,4.13,4.01,4.08,4.11,1.25,-201.64,0.69
8,9,601339,百隆东方,4.57,0.44,0.02,25175.0,11399855.0,2.64,4.6,4.48,4.6,4.55,0.17,14.72,0.73
9,10,601880,辽港股份,1.22,0.0,0.0,270577.0,32826202.0,0.82,1.22,1.21,1.22,1.22,0.14,32.27,0.74
10,11,600190,ST锦港,,,,,,,,,,1.47,0.0,33.44,0.44
11,12,600017,日照港,2.65,0.0,0.0,275578.0,72526210.0,2.64,2.67,2.6,2.65,2.65,0.9,9.39,0.6
12,13,002614,奥佳华,5.39,0.0,0.0,23266.0,12477708.88,2.41,5.43,5.3,5.4,5.39,0.53,70.87,0.78
13,14,300795,米奥会展,13.52,-0.07,-0.01,11412.0,15303652.0,3.33,13.68,13.23,13.5,13.53,0.86,38.09,5.6
14,15,603167,渤海轮渡,7.15,-0.14,-0.01,24658.0,17613051.0,1.4,7.2,7.1,7.2,7.16,0.53,16.02,0.91
15,16,002582,好想你,4.66,-0.43,-0.02,30176.0,13959073.0,2.78,4.71,4.58,4.68,4.68,0.88,-29.14,0.59
16,17,000582,北部湾港,6.97,-0.57,-0.04,73616.0,51085508.82,2.28,7.04,6.88,7.0,7.01,0.52,12.6,0.92
17,18,002404,嘉欣丝绸,5.2,-0.57,-0.03,26168.0,13605859.3,1.91,5.25,5.15,5.23,5.23,0.57,12.92,1.5
18,19,002612,朗姿股份,12.89,-0.62,-0.08,27973.0,35942389.0,3.7,13.15,12.67,13.0,12.97,1.1,18.79,1.98
19,20,002468,申通快递,10.47,-0.66,-0.07,174494.0,182037685.44,2.56,10.62,10.35,10.53,10.54,1.17,18.34,1.74
20,21,300094,国联水产,2.81,-0.71,-0.02,445397.0,124291295.0,3.53,2.84,2.74,2.82,2.83,4.03,90.37,1.22
21,22,603565,中谷物流,7.09,-3.27,-0.24,135417.0,96864218.0,4.64,7.4,7.06,7.32,7.33,0.64,9.84,1.49
22,23,002321,华英农业,1.78,-3.78,-0.07,482254.0,86679752.0,3.78,1.84,1.77,1.83,1.85,2.27,105.78,3.78
