,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,1,300338,*ST开元,2.54,7.63,0.18,428361,105339867.74,20.34,2.7,2.22,2.37,2.36,12.43,-28.38,-7.98
1,2,300903,科翔股份,6.62,3.44,0.22,91520,59436174.5,4.53,6.62,6.33,6.4,6.4,2.78,-13.95,1.31
2,3,002591,恒大高新,4.13,3.25,0.13,97751,39781949.0,3.25,4.14,4.01,4.03,4.0,4.37,49.55,1.81
3,4,603810,丰山集团,8.9,2.65,0.23,95844,84107115.0,4.61,8.9,8.5,8.63,8.67,5.8,-32.85,1.0
4,5,000066,中国长城,8.16,2.0,0.16,245475,198283037.97,3.88,8.24,7.93,8.02,8.0,0.78,-31.22,2.15
5,6,603177,德创环保,6.92,1.32,0.09,14305,9816749.0,2.34,6.94,6.78,6.85,6.83,0.7,35.45,3.65
6,7,002733,雄韬股份,10.82,1.22,0.13,23699,25295804.0,2.71,10.84,10.55,10.65,10.69,0.64,28.94,1.56
7,8,002580,圣阳股份,6.36,1.11,0.07,69024,43511561.0,2.38,6.38,6.23,6.35,6.29,1.53,12.55,1.38
8,9,688097,博众精工,19.99,1.11,0.22,19380,38396335.0,3.24,20.19,19.55,19.75,19.77,0.44,46.58,2.13
9,10,300530,领湃科技,15.47,1.11,0.17,18233,28212762.0,2.88,15.7,15.26,15.3,15.3,1.15,-14.97,21.74
10,11,688184,帕瓦股份,11.35,0.98,0.11,2540,2861389.0,1.78,11.35,11.15,11.22,11.24,0.25,-3.08,0.69
11,12,002139,拓邦股份,9.34,0.97,0.09,122256,112623624.58,3.35,9.39,9.08,9.25,9.25,1.14,14.98,1.82
12,13,300545,联得装备,23.82,0.93,0.22,39342,92817179.0,3.69,24.01,23.14,23.62,23.6,3.49,18.97,2.46
13,14,003027,同兴环保,12.25,0.91,0.11,11469,13974952.0,2.47,12.34,12.04,12.16,12.14,1.13,40.59,0.94
14,15,300758,七彩化学,11.1,0.82,0.09,313012,342014597.31,5.54,11.2,10.59,10.84,11.01,8.87,33.53,2.69
15,16,002866,传艺科技,12.4,0.81,0.1,78087,95781234.0,3.09,12.44,12.06,12.26,12.3,4.31,54.64,1.7
16,17,002769,普路通,5.06,0.8,0.04,36380,18296628.0,2.59,5.09,4.96,5.03,5.02,1.09,-18.53,1.59
17,18,002915,中欣氟材,9.25,0.76,0.07,60398,55281042.8,3.16,9.29,9.0,9.19,9.18,2.09,-65.08,2.06
18,19,300409,道氏技术,9.33,0.43,0.04,84401,77964783.2,2.91,9.37,9.1,9.3,9.29,1.73,24.52,0.99
19,20,002170,芭田股份,5.89,0.34,0.02,71953,42167751.0,1.7,5.91,5.81,5.85,5.87,1.01,17.47,2.03
20,21,688275,万润新能,25.07,0.28,0.07,7880,19517457.0,3.24,25.19,24.38,24.92,25.0,1.0,-3.91,0.52
21,22,600905,三峡能源,4.1,0.24,0.01,919528,374401379.0,1.71,4.11,4.04,4.1,4.09,0.32,14.53,1.39
22,23,300428,立中集团,13.95,0.22,0.03,39437,54545564.95,2.95,14.02,13.61,13.92,13.92,0.74,11.54,1.3
23,24,002759,天际股份,5.82,0.17,0.01,45221,26019273.5,3.1,5.86,5.68,5.79,5.81,0.9,-11.42,0.66
24,25,002598,山东章鼓,7.12,0.14,0.01,21919,15534357.0,1.69,7.14,7.02,7.05,7.11,0.78,17.28,1.83
25,26,002326,永太科技,7.7,0.13,0.01,55372,42288219.13,2.73,7.74,7.53,7.69,7.69,0.69,94.63,2.19
26,27,002455,百川股份,6.75,0.0,0.0,120015,80543248.61,2.96,6.81,6.61,6.8,6.75,2.36,19.69,2.28
27,28,002125,湘潭电化,8.57,-0.12,-0.01,57215,48598215.0,3.96,8.64,8.3,8.6,8.58,0.91,17.53,1.9
28,29,002245,蔚蓝锂芯,7.19,-0.28,-0.02,124159,88499534.85,3.33,7.27,7.03,7.22,7.21,1.14,24.75,1.26
29,30,603200,上海洗霸,18.3,-0.33,-0.06,26668,48602650.0,3.49,18.5,17.86,18.27,18.36,1.52,38.34,3.35
30,31,688567,孚能科技,8.99,-0.33,-0.03,52278,46618634.0,2.99,9.07,8.8,9.07,9.02,0.43,-28.86,1.08
31,32,300207,欣旺达,15.94,-0.38,-0.06,239093,376976703.3,3.13,16.08,15.58,16.04,16.0,1.38,18.02,1.26
32,33,300014,亿纬锂能,32.36,-0.58,-0.19,102354,330081726.61,1.9,32.61,31.99,32.51,32.55,0.55,15.49,1.85
33,34,688005,容百科技,20.23,-0.74,-0.15,53338,107481062.0,3.09,20.53,19.9,20.47,20.38,1.69,475.37,1.17
34,35,002407,多氟多,9.7,-0.92,-0.09,85653,82696845.25,3.47,9.86,9.52,9.82,9.79,0.79,82.1,1.3
35,36,301238,瑞泰新材,13.32,-0.97,-0.13,70019,92623217.0,3.64,13.51,13.02,13.41,13.45,3.28,45.2,1.37
36,37,002324,普利特,7.35,-1.08,-0.08,52963,38758306.43,4.04,7.5,7.2,7.44,7.43,0.68,28.43,1.88
37,38,002340,格林美,5.6,-1.23,-0.07,557880,310429915.48,3.7,5.7,5.49,5.67,5.67,1.1,20.48,1.47
38,39,300919,中伟股份,28.59,-1.24,-0.36,36238,103333173.77,3.63,29.2,28.15,28.8,28.95,0.4,15.5,1.34
39,40,300073,当升科技,31.08,-1.27,-0.4,208055,637239331.61,4.07,31.45,30.17,31.23,31.48,4.12,27.44,1.21
40,41,600348,华阳股份,6.6,-1.35,-0.09,243269,161206119.0,2.69,6.73,6.55,6.69,6.69,0.67,9.17,0.89
41,42,600216,浙江医药,14.35,-1.37,-0.2,208081,297932614.0,3.37,14.67,14.18,14.5,14.55,2.16,21.88,1.39
42,43,688063,派能科技,35.12,-1.38,-0.49,51206,178798923.0,4.07,35.86,34.41,35.85,35.61,2.09,216.76,0.93
