,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,1,300583,赛托生物,13.54,2.65,0.35,63312,86178787.02,5.38,13.86,13.15,13.15,13.19,3.4,97.21,1.32
1,2,688067,爱威科技,13.48,2.2,0.29,4115,5480759.0,2.73,13.48,13.12,13.18,13.19,0.61,39.51,1.85
2,3,002172,澳洋健康,2.6,1.96,0.05,771365,205256957.35,8.24,2.77,2.56,2.62,2.55,10.08,26.67,15.17
3,4,688273,麦澜德,20.66,1.27,0.26,7486,15471033.0,2.55,20.87,20.35,20.51,20.4,2.03,14.23,1.54
4,5,600774,汉商集团,6.57,1.23,0.08,39315,25488388.0,3.24,6.59,6.38,6.46,6.49,1.33,113.88,1.15
5,6,300289,利德曼,4.11,0.98,0.04,48625,19961106.0,3.44,4.18,4.04,4.08,4.07,0.9,1844.54,1.29
6,7,000950,重药控股,4.83,0.84,0.04,132875,63467386.97,2.51,4.84,4.72,4.77,4.79,0.77,17.53,0.73
7,8,603538,美诺华,11.04,0.82,0.09,12667,13847406.0,2.74,11.08,10.78,10.92,10.95,0.6,63.75,1.18
8,9,688575,亚辉龙,21.2,0.76,0.16,14234,30023037.0,2.28,21.36,20.88,21.0,21.04,0.25,34.87,4.65
9,10,300482,万孚生物,20.54,0.59,0.12,44484,90340384.19,2.89,20.61,20.02,20.45,20.42,1.46,13.9,1.83
10,11,002793,罗欣药业,3.51,0.57,0.02,62337,21674118.0,3.44,3.55,3.43,3.5,3.49,0.57,-21.52,1.67
11,12,300519,新光药业,11.09,0.54,0.06,15277,16842226.04,2.27,11.16,10.91,11.0,11.03,1.34,34.78,2.2
12,13,688117,圣诺生物,28.73,0.52,0.15,25964,73500059.0,5.04,29.04,27.6,28.56,28.58,2.32,73.84,3.65
13,14,688026,洁特生物,11.31,0.44,0.05,10378,11623950.0,2.93,11.39,11.06,11.15,11.26,0.74,26.46,1.55
14,15,300078,思创医惠,2.48,0.4,0.01,307694,75061165.66,4.45,2.5,2.39,2.48,2.47,3.14,-5.58,4.89
15,16,002243,力合科创,5.66,0.35,0.02,95305,53462968.0,2.66,5.68,5.53,5.64,5.64,0.79,42.18,0.96
16,17,002584,西陇科学,6.2,0.32,0.02,245383,150762013.73,2.75,6.22,6.05,6.19,6.18,5.67,42.48,1.58
17,18,605116,奥锐特,22.31,0.31,0.07,12475,27523746.0,1.89,22.32,21.9,22.16,22.24,0.32,24.03,4.36
18,19,603990,麦迪科技,8.86,0.23,0.02,386968,347403305.0,7.69,9.38,8.7,8.83,8.84,12.63,-17.77,2.66
19,20,600196,复星医药,22.35,0.04,0.01,77059,171318298.0,3.04,22.68,22.0,22.63,22.34,0.36,24.38,1.27
20,21,300653,正海生物,19.03,0.0,0.0,18061,34607514.5,4.2,19.48,18.68,19.37,19.03,1.0,19.91,3.91
21,22,000710,贝瑞基因,7.29,-0.14,-0.01,239811,174293930.36,8.63,7.66,7.03,7.46,7.3,7.54,139.11,1.38
22,23,000661,长春高新,78.9,-0.2,-0.16,31902,249733002.76,2.28,79.3,77.5,78.96,79.06,0.8,9.28,1.46
23,24,600763,通策医疗,42.35,-0.24,-0.1,41019,171256936.0,3.11,42.5,41.18,42.35,42.45,0.92,30.57,4.81
24,25,002932,明德生物,16.16,-0.31,-0.05,9472,15215603.64,2.71,16.34,15.9,16.16,16.21,0.61,28.83,0.64
25,26,688468,科美诊断,5.66,-0.35,-0.02,32612,18351424.0,2.46,5.71,5.57,5.7,5.68,0.81,14.81,1.66
26,27,600200,江苏吴中,8.27,-0.36,-0.03,70633,58038442.0,2.65,8.35,8.13,8.31,8.3,0.99,120.43,3.32
27,28,600420,国药现代,10.4,-0.38,-0.04,102888,106333370.0,4.5,10.7,10.23,10.69,10.44,0.77,9.71,1.08
28,29,300244,迪安诊断,9.92,-0.4,-0.04,88828,87423322.0,2.91,10.01,9.72,9.98,9.96,1.77,43.21,0.83
29,30,600488,津药药业,3.82,-0.52,-0.02,68423,26115854.0,2.6,3.87,3.77,3.87,3.84,0.63,14.71,1.39
30,31,000756,新华制药,14.35,-0.55,-0.08,40432,57754488.22,2.49,14.52,14.16,14.46,14.43,0.9,18.45,2.06
31,32,300199,翰宇药业,9.15,-0.65,-0.06,114176,104013492.0,3.26,9.31,9.01,9.21,9.21,1.62,-390.09,10.72
32,33,300966,共同药业,14.33,-0.69,-0.1,11866,16928691.0,4.16,14.68,14.08,14.38,14.43,1.58,-161.37,1.94
33,34,000597,东北制药,4.19,-0.71,-0.03,232866,96981535.82,2.61,4.23,4.12,4.2,4.22,1.66,19.09,1.19
34,35,300151,昌红科技,14.5,-0.96,-0.14,23221,33661954.73,3.28,14.78,14.3,14.69,14.64,0.63,88.55,4.94
35,36,300009,安科生物,7.74,-1.02,-0.08,87827,67781078.22,2.94,7.86,7.63,7.85,7.82,0.72,15.59,3.46
36,37,600704,物产中大,4.11,-1.2,-0.05,312240,128180148.0,2.88,4.18,4.06,4.18,4.16,0.61,6.78,0.6
37,38,002038,双鹭药业,6.39,-1.24,-0.08,68494,43585485.0,3.71,6.53,6.29,6.52,6.47,0.8,110.93,1.13
38,39,002332,仙琚制药,11.55,-1.37,-0.16,63357,73038222.5,2.82,11.75,11.42,11.71,11.71,0.64,16.82,1.97
39,40,600216,浙江医药,14.35,-1.37,-0.2,208081,297932614.0,3.37,14.67,14.18,14.5,14.55,2.16,21.88,1.39
40,41,600380,健康元,9.7,-1.52,-0.15,116296,112522679.0,3.15,9.89,9.58,9.88,9.85,0.62,11.71,1.26
41,42,300006,莱美药业,2.71,-1.81,-0.05,439991,119351714.1,8.33,2.87,2.64,2.82,2.76,4.17,1077.24,1.37
42,43,000513,丽珠集团,35.83,-1.84,-0.67,39514,141845160.09,2.68,36.5,35.52,36.46,36.5,0.66,14.17,2.38
43,44,300676,华大基因,34.79,-2.03,-0.72,26716,92377799.0,4.31,35.7,34.17,35.49,35.51,0.65,397.43,1.44
44,45,000516,国际医学,4.53,-2.16,-0.1,1366815,646085497.74,10.8,4.99,4.49,4.76,4.63,6.18,-29.49,2.78
45,46,300086,康芝药业,3.9,-2.26,-0.09,402796,158689235.47,11.28,4.22,3.77,4.05,3.99,9.25,-8.7,1.4
46,47,002162,悦心健康,2.82,-2.42,-0.07,173938,49518277.0,4.15,2.92,2.8,2.9,2.89,1.89,534.24,2.67
47,48,300639,凯普生物,5.26,-2.59,-0.14,192254,102523882.75,7.22,5.61,5.22,5.48,5.4,3.03,-22.1,0.72
48,49,002030,达安基因,5.17,-3.0,-0.16,302483,156041621.0,4.5,5.32,5.08,5.28,5.33,2.16,-9.09,0.86
49,50,301126,达嘉维康,9.22,-3.15,-0.3,91546,84815842.28,5.99,9.66,9.09,9.44,9.52,8.43,29.75,1.07
50,51,600645,中源协和,17.4,-4.45,-0.81,384793,694413221.0,11.75,19.39,17.25,18.88,18.21,8.23,47.79,2.26
51,52,300272,开能健康,5.06,-5.77,-0.31,426920,218242925.5,6.52,5.35,5.0,5.27,5.37,9.9,25.61,2.5
52,53,300147,香雪制药,6.69,-7.47,-0.54,1141023,776850847.54,12.45,7.42,6.52,7.03,7.23,17.36,-16.36,2.47
