,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,1,300250,初灵信息,13.34,15.3,1.77,427977,551592692.98,19.27,13.88,11.65,11.78,11.57,27.15,-72.05,5.0
1,2,603083,剑桥科技,28.73,9.99,2.61,384412,1077003888.0,11.68,28.73,25.68,25.93,26.12,14.5,48.13,3.53
2,3,603118,共进股份,6.94,9.98,0.63,531740,352452174.0,13.15,6.94,6.11,6.28,6.31,6.75,-165.94,1.09
3,4,301191,菲菱科思,65.47,9.5,5.68,39838,256574554.14,15.4,68.19,58.98,59.78,59.79,15.21,29.74,2.71
4,5,002792,通宇通讯,10.86,6.05,0.62,216347,231624378.06,11.72,11.25,10.05,10.3,10.24,6.9,118.63,2.06
5,6,300308,中际旭创,106.43,4.34,4.43,330988,3482064294.4,7.25,108.73,101.34,102.2,102.0,2.97,25.3,7.37
6,7,300548,博创科技,17.4,3.63,0.61,74309,127831116.89,6.02,17.63,16.62,16.79,16.79,3.34,181.27,3.03
7,8,603803,瑞斯康达,5.52,3.56,0.19,75489,40870985.0,4.88,5.54,5.28,5.33,5.33,1.78,-31.73,1.39
8,9,002902,铭普光磁,18.81,3.47,0.63,111351,205943322.0,5.83,18.92,17.86,18.33,18.18,7.23,-27.96,3.8
9,10,603220,中贝通信,18.16,3.42,0.6,135966,242613716.0,5.98,18.34,17.29,17.6,17.56,3.13,37.55,4.15
10,11,300252,金信诺,6.81,3.03,0.2,172436,115791640.5,4.54,6.83,6.53,6.68,6.61,3.21,701.94,2.1
11,12,688313,仕佳光子,8.5,2.66,0.22,52045,43639233.0,4.47,8.58,8.21,8.26,8.28,1.13,163.09,3.42
12,13,002396,星网锐捷,13.8,2.0,0.27,45359,61719263.12,4.58,13.95,13.33,13.52,13.53,0.78,32.45,1.27
13,14,002281,光迅科技,27.18,1.99,0.53,173918,467541280.69,5.14,27.49,26.12,26.56,26.65,2.3,51.72,2.54
14,15,000801,四川九洲,8.38,1.7,0.14,144251,119589166.0,3.4,8.43,8.15,8.25,8.24,1.41,63.25,2.93
15,16,000988,华工科技,29.19,1.0,0.29,119129,344031940.32,3.01,29.35,28.48,29.0,28.9,1.19,23.49,3.04
16,17,000070,ST特信,4.11,0.98,0.04,96003,39119091.02,1.47,4.11,4.05,4.07,4.07,1.08,-714.41,1.94
17,18,000810,创维数字,9.67,0.83,0.08,515008,488618896.41,4.17,9.7,9.3,9.58,9.59,4.61,30.59,1.74
18,19,605277,新亚电子,11.71,0.6,0.07,30322,35347052.0,2.41,11.8,11.52,11.65,11.64,0.97,25.25,2.67
19,20,600487,亨通光电,14.33,-0.28,-0.04,154691,220810554.0,1.81,14.42,14.16,14.29,14.37,0.63,10.98,1.3
20,21,600582,天地科技,5.26,-0.38,-0.02,236993,124018866.0,2.65,5.3,5.16,5.29,5.28,0.57,7.1,0.93
21,22,600018,上港集团,5.95,-1.49,-0.09,294530,174671714.0,3.31,6.06,5.86,6.04,6.04,0.13,8.23,1.08
