,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,1,688622,禾信仪器,17.13,2.15,0.36,6223,10574241.0,4.83,17.39,16.58,16.77,16.77,1.6,-27.18,2.89
1,2,002658,雪迪龙,5.5,1.48,0.08,37330,20369159.0,2.03,5.51,5.4,5.42,5.42,1.04,35.41,1.42
2,3,000725,京东方Ａ,3.84,1.32,0.05,2620655,996180224.79,2.64,3.85,3.75,3.79,3.79,0.71,31.65,1.12
3,4,300165,天瑞仪器,2.6,1.17,0.03,174558,45036973.95,3.5,2.62,2.53,2.59,2.57,4.15,-43.26,0.94
4,5,002322,理工能科,14.76,1.17,0.17,42535,62383061.62,2.19,14.82,14.5,14.55,14.59,1.17,19.63,1.87
5,6,688600,皖仪科技,12.22,0.99,0.12,2294,2789782.0,2.31,12.3,12.02,12.22,12.1,0.17,-28.52,2.18
6,7,300137,先河环保,3.81,0.53,0.02,26330,9935014.0,2.9,3.84,3.73,3.8,3.79,0.5,54.74,1.14
7,8,300875,捷强装备,22.42,-0.58,-0.13,35758,80068280.72,4.04,22.93,22.02,22.55,22.55,5.37,900.06,1.79
8,9,300203,聚光科技,11.16,-0.71,-0.08,43409,48028738.0,4.36,11.39,10.9,11.25,11.24,0.97,54.97,1.7
9,10,300862,蓝盾光电,18.84,-0.84,-0.16,10568,19909075.2,2.53,19.17,18.69,19.15,19.0,0.7,881.2,1.74
10,11,002332,仙琚制药,11.55,-1.37,-0.16,63357,73038222.5,2.82,11.75,11.42,11.71,11.71,0.64,16.82,1.97
