,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,1,605016,百龙创园,17.67,5.3,0.89,21376,37138334.0,6.2,17.69,16.65,16.78,16.78,0.66,23.87,3.64
1,2,603968,醋化股份,8.92,5.19,0.44,49713,44137678.0,11.08,9.29,8.35,8.46,8.48,2.43,-20.92,0.94
2,3,002597,金禾实业,22.22,4.81,1.02,93947,206187711.13,6.75,22.49,21.06,21.39,21.2,1.66,25.63,1.74
3,4,002166,莱茵生物,6.85,1.63,0.11,79463,53738627.24,2.67,6.86,6.68,6.74,6.74,1.55,39.16,1.69
4,5,603739,蔚蓝生物,10.64,0.66,0.07,36225,38142581.0,2.37,10.65,10.4,10.61,10.57,1.43,45.86,1.57
5,6,605077,华康股份,13.0,0.62,0.08,5267,6807532.0,2.94,13.15,12.77,13.15,12.92,0.18,14.33,1.37
6,7,002078,太阳纸业,11.81,0.51,0.06,136515,159671344.55,2.3,11.85,11.58,11.75,11.75,0.49,9.39,1.18
7,8,605300,佳禾食品,10.86,0.46,0.05,9682,10372692.0,2.68,10.9,10.61,10.87,10.81,0.24,31.28,2.03
8,9,002286,保龄宝,5.96,0.34,0.02,31224,18494998.0,2.53,6.01,5.86,5.92,5.94,0.84,15.89,1.1
9,10,600783,鲁信创投,10.01,0.0,0.0,21409,21302678.0,2.3,10.06,9.83,9.93,10.01,0.29,15.77,1.56
10,11,000153,丰原药业,5.19,0.0,0.0,36544,18932432.0,2.12,5.24,5.13,5.21,5.19,0.82,12.04,1.24
11,12,605179,一鸣食品,8.78,-0.23,-0.02,13698,11965638.0,1.93,8.83,8.66,8.74,8.8,0.34,66.52,3.18
12,13,300138,晨光生物,7.02,-0.28,-0.02,38192,26767234.44,2.56,7.11,6.93,7.07,7.04,0.85,18.73,1.17
13,14,301206,三元生物,24.28,-0.41,-0.1,3435,8311597.2,2.05,24.48,23.98,24.48,24.38,0.33,47.31,1.08
14,15,605589,圣泉集团,17.87,-0.61,-0.11,41096,72968495.0,2.89,18.06,17.54,17.85,17.98,0.53,22.83,1.46
