,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
0,1,000050,深天马Ａ,7.24,10.03,0.66,537170,363627160.0,13.07,7.24,6.38,6.64,6.58,2.19,-18.18,0.65
1,2,300088,长信科技,5.02,3.93,0.19,1636485,800765243.46,6.63,5.03,4.71,4.89,4.83,6.7,33.38,1.5
2,3,300400,劲拓股份,12.67,2.59,0.32,150180,186552973.0,7.13,12.86,11.98,12.31,12.35,6.25,42.93,4.09
3,4,002362,汉王科技,15.35,2.54,0.38,37303,56423779.8,4.48,15.43,14.76,14.97,14.97,1.8,-36.93,3.12
4,5,300939,秋田微,26.7,2.22,0.58,13257,34860216.0,4.06,26.79,25.73,26.1,26.12,1.1,29.45,2.4
5,6,000727,冠捷科技,1.97,2.07,0.04,736756,143218924.04,4.66,1.99,1.9,1.94,1.93,1.63,83.57,2.94
6,7,688496,清越科技,7.05,1.44,0.1,34395,23883081.0,4.89,7.13,6.79,6.95,6.95,1.47,-40.79,2.97
7,8,002106,莱宝高科,7.79,1.43,0.11,113638,87235936.17,4.17,7.86,7.54,7.69,7.68,1.61,13.04,1.05
8,9,000725,京东方Ａ,3.84,1.32,0.05,2620655,996180224.79,2.64,3.85,3.75,3.79,3.79,0.71,31.65,1.12
9,10,300067,安诺其,3.23,1.25,0.04,241498,77226292.56,2.82,3.24,3.15,3.18,3.19,2.58,167.58,1.46
10,11,300923,研奥股份,18.68,1.03,0.19,15487,28910431.0,3.95,19.19,18.46,18.63,18.49,2.03,44.71,1.3
11,12,000100,TCL科技,3.82,0.79,0.03,1247335,472216132.57,2.11,3.83,3.75,3.79,3.79,0.69,36.04,1.37
12,13,002217,*ST合泰,1.4,0.72,0.01,901492,125266117.28,6.47,1.43,1.34,1.4,1.39,2.89,-2.65,-0.59
13,14,002952,亚世光电,21.2,-2.35,-0.51,172256,368724151.6,6.13,22.26,20.93,21.99,21.71,13.05,206.54,4.06
